OrderID,OrderDate,RequiredDate,ShippedDate,ShipName,ShipCountry,ShipRegion,ShipAddress,ShipPostalCode,ShipCity
10939,1998-03-10 00:00:00,1998-04-07 00:00:00,1998-03-13 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10940,1998-03-11 00:00:00,1998-04-08 00:00:00,1998-03-23 00:00:00,Bon app',France,,"12, rue des Bouchers",13008,Marseille
10941,1998-03-11 00:00:00,1998-04-08 00:00:00,1998-03-20 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10942,1998-03-11 00:00:00,1998-04-08 00:00:00,1998-03-18 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
10943,1998-03-11 00:00:00,1998-04-08 00:00:00,1998-03-19 00:00:00,B's Beverages,UK,,Fauntleroy Circus,EC2 5NT,London
10944,1998-03-12 00:00:00,1998-03-26 00:00:00,1998-03-13 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10945,1998-03-12 00:00:00,1998-04-09 00:00:00,1998-03-18 00:00:00,Morgenstern Gesundkost,Germany,,Heerstr. 22,04179,Leipzig
10946,1998-03-12 00:00:00,1998-04-09 00:00:00,1998-03-19 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10947,1998-03-13 00:00:00,1998-04-10 00:00:00,1998-03-16 00:00:00,B's Beverages,UK,,Fauntleroy Circus,EC2 5NT,London
10948,1998-03-13 00:00:00,1998-04-10 00:00:00,1998-03-19 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
10949,1998-03-13 00:00:00,1998-04-10 00:00:00,1998-03-17 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10950,1998-03-16 00:00:00,1998-04-13 00:00:00,1998-03-23 00:00:00,Magazzini Alimentari Riuniti,Italy,,Via Ludovico il Moro 22,24100,Bergamo
10951,1998-03-16 00:00:00,1998-04-27 00:00:00,1998-04-07 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
10952,1998-03-16 00:00:00,1998-04-27 00:00:00,1998-03-24 00:00:00,Alfred's Futterkiste,Germany,,Obere Str. 57,12209,Berlin
10953,1998-03-16 00:00:00,1998-03-30 00:00:00,1998-03-25 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
10954,1998-03-17 00:00:00,1998-04-28 00:00:00,1998-03-20 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
10955,1998-03-17 00:00:00,1998-04-14 00:00:00,1998-03-20 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10956,1998-03-17 00:00:00,1998-04-28 00:00:00,1998-03-20 00:00:00,Blauer See Delikatessen,Germany,,Forsterstr. 57,68306,Mannheim
10957,1998-03-18 00:00:00,1998-04-15 00:00:00,1998-03-27 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10958,1998-03-18 00:00:00,1998-04-15 00:00:00,1998-03-27 00:00:00,Océano Atlántico Ltda.,Argentina,,Ing. Gustavo Moncada 8585 Piso 20-A,1010,Buenos Aires
10959,1998-03-18 00:00:00,1998-04-29 00:00:00,1998-03-23 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
10960,1998-03-19 00:00:00,1998-04-02 00:00:00,1998-04-08 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10961,1998-03-19 00:00:00,1998-04-16 00:00:00,1998-03-30 00:00:00,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
10962,1998-03-19 00:00:00,1998-04-16 00:00:00,1998-03-23 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10963,1998-03-19 00:00:00,1998-04-16 00:00:00,1998-03-26 00:00:00,Furia Bacalhau e Frutos do Mar,Portugal,,Jardim das rosas n. 32,1675,Lisboa
10964,1998-03-20 00:00:00,1998-04-17 00:00:00,1998-03-24 00:00:00,Spécialités du monde,France,,"25, rue Lauriston",75016,Paris
10965,1998-03-20 00:00:00,1998-04-17 00:00:00,1998-03-30 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
10966,1998-03-20 00:00:00,1998-04-17 00:00:00,1998-04-08 00:00:00,Chop-suey Chinese,Switzerland,,Hauptstr. 31,3012,Bern
10967,1998-03-23 00:00:00,1998-04-20 00:00:00,1998-04-02 00:00:00,Toms Spezialitäten,Germany,,Luisenstr. 48,44087,Münster
10968,1998-03-23 00:00:00,1998-04-20 00:00:00,1998-04-01 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10969,1998-03-23 00:00:00,1998-04-20 00:00:00,1998-03-30 00:00:00,Comércio Mineiro,Brazil,SP,"Av. dos Lusíadas, 23",05432-043,Sao Paulo
10970,1998-03-24 00:00:00,1998-04-07 00:00:00,1998-04-24 00:00:00,Bólido Comidas preparadas,Spain,,"C/ Araquil, 67",28023,Madrid
10971,1998-03-24 00:00:00,1998-04-21 00:00:00,1998-04-02 00:00:00,France restauration,France,,"54, rue Royale",44000,Nantes
10972,1998-03-24 00:00:00,1998-04-21 00:00:00,1998-03-26 00:00:00,La corne d'abondance,France,,"67, avenue de l'Europe",78000,Versailles
10973,1998-03-24 00:00:00,1998-04-21 00:00:00,1998-03-27 00:00:00,La corne d'abondance,France,,"67, avenue de l'Europe",78000,Versailles
10974,1998-03-25 00:00:00,1998-04-08 00:00:00,1998-04-03 00:00:00,Split Rail Beer & Ale,USA,WY,P.O. Box 555,82520,Lander
10975,1998-03-25 00:00:00,1998-04-22 00:00:00,1998-03-27 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10976,1998-03-25 00:00:00,1998-05-06 00:00:00,1998-04-03 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
10977,1998-03-26 00:00:00,1998-04-23 00:00:00,1998-04-10 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10978,1998-03-26 00:00:00,1998-04-23 00:00:00,1998-04-23 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
10979,1998-03-26 00:00:00,1998-04-23 00:00:00,1998-03-31 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10980,1998-03-27 00:00:00,1998-05-08 00:00:00,1998-04-17 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10981,1998-03-27 00:00:00,1998-04-24 00:00:00,1998-04-02 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
10982,1998-03-27 00:00:00,1998-04-24 00:00:00,1998-04-08 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
10983,1998-03-27 00:00:00,1998-04-24 00:00:00,1998-04-06 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10984,1998-03-30 00:00:00,1998-04-27 00:00:00,1998-04-03 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
10985,1998-03-30 00:00:00,1998-04-27 00:00:00,1998-04-02 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
10986,1998-03-30 00:00:00,1998-04-27 00:00:00,1998-04-21 00:00:00,Océano Atlántico Ltda.,Argentina,,Ing. Gustavo Moncada 8585 Piso 20-A,1010,Buenos Aires
10987,1998-03-31 00:00:00,1998-04-28 00:00:00,1998-04-06 00:00:00,Eastern Connection,UK,,35 King George,WX3 6FW,London
10988,1998-03-31 00:00:00,1998-04-28 00:00:00,1998-04-10 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
10989,1998-03-31 00:00:00,1998-04-28 00:00:00,1998-04-02 00:00:00,Que Delícia,Brazil,RJ,"Rua da Panificadora, 12",02389-673,Rio de Janeiro
10990,1998-04-01 00:00:00,1998-05-13 00:00:00,1998-04-07 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
10991,1998-04-01 00:00:00,1998-04-29 00:00:00,1998-04-07 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10992,1998-04-01 00:00:00,1998-04-29 00:00:00,1998-04-03 00:00:00,The Big Cheese,USA,OR,89 Jefferson Way Suite 2,97201,Portland
10993,1998-04-01 00:00:00,1998-04-29 00:00:00,1998-04-10 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
10994,1998-04-02 00:00:00,1998-04-16 00:00:00,1998-04-09 00:00:00,Vaffeljernet,Denmark,,Smagsloget 45,8200,Århus
10995,1998-04-02 00:00:00,1998-04-30 00:00:00,1998-04-06 00:00:00,Pericles Comidas clásicas,Mexico,,Calle Dr. Jorge Cash 321,05033,México D.F.
10996,1998-04-02 00:00:00,1998-04-30 00:00:00,1998-04-10 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
10997,1998-04-03 00:00:00,1998-05-15 00:00:00,1998-04-13 00:00:00,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
10998,1998-04-03 00:00:00,1998-04-17 00:00:00,1998-04-17 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
10999,1998-04-03 00:00:00,1998-05-01 00:00:00,1998-04-10 00:00:00,Ottilies Käseladen,Germany,,Mehrheimerstr. 369,50739,Köln
11000,1998-04-06 00:00:00,1998-05-04 00:00:00,1998-04-14 00:00:00,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
11001,1998-04-06 00:00:00,1998-05-04 00:00:00,1998-04-14 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
11002,1998-04-06 00:00:00,1998-05-04 00:00:00,1998-04-16 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
11003,1998-04-06 00:00:00,1998-05-04 00:00:00,1998-04-08 00:00:00,The Cracker Box,USA,MT,55 Grizzly Peak Rd.,59801,Butte
11004,1998-04-07 00:00:00,1998-05-05 00:00:00,1998-04-20 00:00:00,Maison Dewey,Belgium,,Rue Joseph-Bens 532,B-1180,Bruxelles
11005,1998-04-07 00:00:00,1998-05-05 00:00:00,1998-04-10 00:00:00,Wilman Kala,Finland,,Keskuskatu 45,21240,Helsinki
11006,1998-04-07 00:00:00,1998-05-05 00:00:00,1998-04-15 00:00:00,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
11007,1998-04-08 00:00:00,1998-05-06 00:00:00,1998-04-13 00:00:00,Princesa Isabel Vinhos,Portugal,,Estrada da saúde n. 58,1756,Lisboa
11008,1998-04-08 00:00:00,1998-05-06 00:00:00,,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
11009,1998-04-08 00:00:00,1998-05-06 00:00:00,1998-04-10 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
11010,1998-04-09 00:00:00,1998-05-07 00:00:00,1998-04-21 00:00:00,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
11011,1998-04-09 00:00:00,1998-05-07 00:00:00,1998-04-13 00:00:00,Alfred's Futterkiste,Germany,,Obere Str. 57,12209,Berlin
11012,1998-04-09 00:00:00,1998-04-23 00:00:00,1998-04-17 00:00:00,Frankenversand,Germany,,Berliner Platz 43,80805,München
11013,1998-04-09 00:00:00,1998-05-07 00:00:00,1998-04-10 00:00:00,Romero y tomillo,Spain,,"Gran Vía, 1",28001,Madrid
11014,1998-04-10 00:00:00,1998-05-08 00:00:00,1998-04-15 00:00:00,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
11015,1998-04-10 00:00:00,1998-04-24 00:00:00,1998-04-20 00:00:00,Santé Gourmet,Norway,,Erling Skakkes gate 78,4110,Stavern
11016,1998-04-10 00:00:00,1998-05-08 00:00:00,1998-04-13 00:00:00,Around the Horn,UK,Essex,Brook Farm Stratford St. Mary,CO7 6JX,Colchester
11017,1998-04-13 00:00:00,1998-05-11 00:00:00,1998-04-20 00:00:00,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
11018,1998-04-13 00:00:00,1998-05-11 00:00:00,1998-04-16 00:00:00,Lonesome Pine Restaurant,USA,OR,89 Chiaroscuro Rd.,97219,Portland
11019,1998-04-13 00:00:00,1998-05-11 00:00:00,,Rancho grande,Argentina,,Av. del Libertador 900,1010,Buenos Aires
11020,1998-04-14 00:00:00,1998-05-12 00:00:00,1998-04-16 00:00:00,Ottilies Käseladen,Germany,,Mehrheimerstr. 369,50739,Köln
11021,1998-04-14 00:00:00,1998-05-12 00:00:00,1998-04-21 00:00:00,QUICK-Stop,Germany,,Taucherstraße 10,01307,Cunewalde
11022,1998-04-14 00:00:00,1998-05-12 00:00:00,1998-05-04 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
11023,1998-04-14 00:00:00,1998-04-28 00:00:00,1998-04-24 00:00:00,B's Beverages,UK,,Fauntleroy Circus,EC2 5NT,London
11024,1998-04-15 00:00:00,1998-05-13 00:00:00,1998-04-20 00:00:00,Eastern Connection,UK,,35 King George,WX3 6FW,London
11025,1998-04-15 00:00:00,1998-05-13 00:00:00,1998-04-24 00:00:00,Wartian Herkku,Finland,,Torikatu 38,90110,Oulu
11026,1998-04-15 00:00:00,1998-05-13 00:00:00,1998-04-28 00:00:00,Franchi S.p.A.,Italy,,Via Monte Bianco 34,10100,Torino
11027,1998-04-16 00:00:00,1998-05-14 00:00:00,1998-04-20 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
11028,1998-04-16 00:00:00,1998-05-14 00:00:00,1998-04-22 00:00:00,Königlich Essen,Germany,,Maubelstr. 90,14776,Brandenburg
11029,1998-04-16 00:00:00,1998-05-14 00:00:00,1998-04-27 00:00:00,Chop-suey Chinese,Switzerland,,Hauptstr. 31,3012,Bern
11030,1998-04-17 00:00:00,1998-05-15 00:00:00,1998-04-27 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
11031,1998-04-17 00:00:00,1998-05-15 00:00:00,1998-04-24 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
11032,1998-04-17 00:00:00,1998-05-15 00:00:00,1998-04-23 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
11033,1998-04-17 00:00:00,1998-05-15 00:00:00,1998-04-23 00:00:00,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
11034,1998-04-20 00:00:00,1998-06-01 00:00:00,1998-04-27 00:00:00,Old World Delicatessen,USA,AK,2743 Bering St.,99508,Anchorage
11035,1998-04-20 00:00:00,1998-05-18 00:00:00,1998-04-24 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
11036,1998-04-20 00:00:00,1998-05-18 00:00:00,1998-04-22 00:00:00,Drachenblut Delikatessen,Germany,,Walserweg 21,52066,Aachen
11037,1998-04-21 00:00:00,1998-05-19 00:00:00,1998-04-27 00:00:00,Godos Cocina Típica,Spain,,"C/ Romero, 33",41101,Sevilla
11038,1998-04-21 00:00:00,1998-05-19 00:00:00,1998-04-30 00:00:00,Suprêmes délices,Belgium,,"Boulevard Tirou, 255",B-6000,Charleroi
11039,1998-04-21 00:00:00,1998-05-19 00:00:00,,LINO-Delicateses,Venezuela,Nueva Esparta,Ave. 5 de Mayo Porlamar,4980,I. de Margarita
11040,1998-04-22 00:00:00,1998-05-20 00:00:00,,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
11041,1998-04-22 00:00:00,1998-05-20 00:00:00,1998-04-28 00:00:00,Chop-suey Chinese,Switzerland,,Hauptstr. 31,3012,Bern
11042,1998-04-22 00:00:00,1998-05-06 00:00:00,1998-05-01 00:00:00,Comércio Mineiro,Brazil,SP,"Av. dos Lusíadas, 23",05432-043,Sao Paulo
11043,1998-04-22 00:00:00,1998-05-20 00:00:00,1998-04-29 00:00:00,Spécialités du monde,France,,"25, rue Lauriston",75016,Paris
11044,1998-04-23 00:00:00,1998-05-21 00:00:00,1998-05-01 00:00:00,Wolski Zajazd,Poland,,ul. Filtrowa 68,01-012,Warszawa
11045,1998-04-23 00:00:00,1998-05-21 00:00:00,,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
11046,1998-04-23 00:00:00,1998-05-21 00:00:00,1998-04-24 00:00:00,Die Wandernde Kuh,Germany,,Adenauerallee 900,70563,Stuttgart
11047,1998-04-24 00:00:00,1998-05-22 00:00:00,1998-05-01 00:00:00,Eastern Connection,UK,,35 King George,WX3 6FW,London
11048,1998-04-24 00:00:00,1998-05-22 00:00:00,1998-04-30 00:00:00,Bottom-Dollar Markets,Canada,BC,23 Tsawassen Blvd.,T2F 8M4,Tsawassen
11049,1998-04-24 00:00:00,1998-05-22 00:00:00,1998-05-04 00:00:00,Gourmet Lanchonetes,Brazil,SP,"Av. Brasil, 442",04876-786,Campinas
11050,1998-04-27 00:00:00,1998-05-25 00:00:00,1998-05-05 00:00:00,Folk och fä HB,Sweden,,Åkergatan 24,S-844 67,Bräcke
11051,1998-04-27 00:00:00,1998-05-25 00:00:00,,La maison d'Asie,France,,1 rue Alsace-Lorraine,31000,Toulouse
11052,1998-04-27 00:00:00,1998-05-25 00:00:00,1998-05-01 00:00:00,Hanari Carnes,Brazil,RJ,"Rua do Paço, 67",05454-876,Rio de Janeiro
11053,1998-04-27 00:00:00,1998-05-25 00:00:00,1998-04-29 00:00:00,Piccolo und mehr,Austria,,Geislweg 14,5020,Salzburg
11054,1998-04-28 00:00:00,1998-05-26 00:00:00,,Cactus Comidas para llevar,Argentina,,Cerrito 333,1010,Buenos Aires
11055,1998-04-28 00:00:00,1998-05-26 00:00:00,1998-05-05 00:00:00,HILARION-Abastos,Venezuela,Táchira,Carrera 22 con Ave. Carlos Soublette #8-35,5022,San Cristóbal
11056,1998-04-28 00:00:00,1998-05-12 00:00:00,1998-05-01 00:00:00,Eastern Connection,UK,,35 King George,WX3 6FW,London
11057,1998-04-29 00:00:00,1998-05-27 00:00:00,1998-05-01 00:00:00,North/South,UK,,South House 300 Queensbridge,SW7 1RZ,London
11058,1998-04-29 00:00:00,1998-05-27 00:00:00,,Blauer See Delikatessen,Germany,,Forsterstr. 57,68306,Mannheim
11059,1998-04-29 00:00:00,1998-06-10 00:00:00,,Ricardo Adocicados,Brazil,RJ,"Av. Copacabana, 267",02389-890,Rio de Janeiro
11060,1998-04-30 00:00:00,1998-05-28 00:00:00,1998-05-04 00:00:00,Franchi S.p.A.,Italy,,Via Monte Bianco 34,10100,Torino
11061,1998-04-30 00:00:00,1998-06-11 00:00:00,,Great Lakes Food Market,USA,OR,2732 Baker Blvd.,97403,Eugene
11062,1998-04-30 00:00:00,1998-05-28 00:00:00,,Reggiani Caseifici,Italy,,Strada Provinciale 124,42100,Reggio Emilia
11063,1998-04-30 00:00:00,1998-05-28 00:00:00,1998-05-06 00:00:00,Hungry Owl All-Night Grocers,Ireland,Co. Cork,8 Johnstown Road,,Cork
11064,1998-05-01 00:00:00,1998-05-29 00:00:00,1998-05-04 00:00:00,Save-a-lot Markets,USA,ID,187 Suffolk Ln.,83720,Boise
11065,1998-05-01 00:00:00,1998-05-29 00:00:00,,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
11066,1998-05-01 00:00:00,1998-05-29 00:00:00,1998-05-04 00:00:00,White Clover Markets,USA,WA,1029 - 12th Ave. S.,98124,Seattle
11067,1998-05-04 00:00:00,1998-05-18 00:00:00,1998-05-06 00:00:00,Drachenblut Delikatessen,Germany,,Walserweg 21,52066,Aachen
11068,1998-05-04 00:00:00,1998-06-01 00:00:00,,Queen Cozinha,Brazil,SP,"Alameda dos Canàrios, 891",05487-020,Sao Paulo
11069,1998-05-04 00:00:00,1998-06-01 00:00:00,1998-05-06 00:00:00,Tortuga Restaurante,Mexico,,Avda. Azteca 123,05033,México D.F.
11070,1998-05-05 00:00:00,1998-06-02 00:00:00,,Lehmanns Marktstand,Germany,,Magazinweg 7,60528,Frankfurt a.M.
11071,1998-05-05 00:00:00,1998-06-02 00:00:00,,LILA-Supermercado,Venezuela,Lara,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,3508,Barquisimeto
11072,1998-05-05 00:00:00,1998-06-02 00:00:00,,Ernst Handel,Austria,,Kirchgasse 6,8010,Graz
11073,1998-05-05 00:00:00,1998-06-02 00:00:00,,Pericles Comidas clásicas,Mexico,,Calle Dr. Jorge Cash 321,05033,México D.F.
11074,1998-05-06 00:00:00,1998-06-03 00:00:00,,Simons bistro,Denmark,,Vinbæltet 34,1734,Kobenhavn
11075,1998-05-06 00:00:00,1998-06-03 00:00:00,,Richter Supermarkt,Switzerland,,Starenweg 5,1204,Genève
11076,1998-05-06 00:00:00,1998-06-03 00:00:00,,Bon app',France,,"12, rue des Bouchers",13008,Marseille
11077,1998-05-06 00:00:00,1998-06-03 00:00:00,,Rattlesnake Canyon Grocery,USA,NM,2817 Milton Dr.,87110,Albuquerque
